result,version,mode,repo,context,method,resource,path,status,empty,comment
passed,v1,public,public,invalid_token,GET,repos,/repos/%{repo.id}/branches,403,,
passed,v1,public,public,unauthenticated,GET,repos,/repos/%{repo.id}/branches,401,,
passed,v1,public,public,with_permission,GET,repos,/repos/%{repo.id}/branches/master,200,no,
passed,v1,public,public,without_permission,GET,repos,/repos/%{repo.id}/branches/master,200,no,
passed,v1,public,public,invalid_token,GET,repos,/repos/%{repo.id}/branches/master,403,,
passed,v1,public,public,unauthenticated,GET,repos,/repos/%{repo.id}/branches/master,401,,
passed,v1,public,public,with_permission,GET,repos,/repos/%{repo.id}/caches,200,no,
passed,v1,public,public,without_permission,GET,repos,/repos/%{repo.id}/caches,200,yes,
passed,v1,public,public,invalid_token,GET,repos,/repos/%{repo.id}/caches,403,,
passed,v1,public,public,unauthenticated,GET,repos,/repos/%{repo.id}/caches,401,,
passed,v1,public,public,with_permission,GET,repos,/repos/%{repo.slug},200,no,
passed,v1,public,public,without_permission,GET,repos,/repos/%{repo.slug},200,no,
passed,v1,public,public,invalid_token,GET,repos,/repos/%{repo.slug},403,,
passed,v1,public,public,unauthenticated,GET,repos,/repos/%{repo.slug},401,,
passed,v1,public,public,with_permission,GET,repos,/repos/%{repo.slug}/builds,200,no,
passed,v1,public,public,without_permission,GET,repos,/repos/%{repo.slug}/builds,200,no,
passed,v1,public,public,invalid_token,GET,repos,/repos/%{repo.slug}/builds,403,,
passed,v1,public,public,unauthenticated,GET,repos,/repos/%{repo.slug}/builds,401,,
passed,v1,public,public,with_permission,GET,repos,/repos/%{repo.slug}/builds?branches=master,200,no,
passed,v1,public,public,without_permission,GET,repos,/repos/%{repo.slug}/builds?branches=master,200,no,
passed,v1,public,public,invalid_token,GET,repos,/repos/%{repo.slug}/builds?branches=master,403,,
passed,v1,public,public,unauthenticated,GET,repos,/repos/%{repo.slug}/builds?branches=master,401,,
passed,v1,public,public,with_permission,GET,repos,/repos/%{repo.slug}/builds?branches=,200,no,
passed,v1,public,public,without_permission,GET,repos,/repos/%{repo.slug}/builds?branches=,200,no,
passed,v1,public,public,invalid_token,GET,repos,/repos/%{repo.slug}/builds?branches=,403,,
passed,v1,public,public,unauthenticated,GET,repos,/repos/%{repo.slug}/builds?branches=,401,,
passed,v1,public,public,with_permission,GET,repos,/repos/%{repo.slug}/builds/%{build.id},200,no,
passed,v1,public,public,without_permission,GET,repos,/repos/%{repo.slug}/builds/%{build.id},200,no,
passed,v1,public,public,invalid_token,GET,repos,/repos/%{repo.slug}/builds/%{build.id},403,,
passed,v1,public,public,unauthenticated,GET,repos,/repos/%{repo.slug}/builds/%{build.id},401,,
passed,v1,public,public,with_permission,GET,repos,/repos/%{repo.slug}/key,200,no,
passed,v1,public,public,without_permission,GET,repos,/repos/%{repo.slug}/key,200,no,
passed,v1,public,public,invalid_token,GET,repos,/repos/%{repo.slug}/key,403,,
passed,v1,public,public,unauthenticated,GET,repos,/repos/%{repo.slug}/key,401,,
passed,v1,public,public,with_permission,GET,repos,/repos/%{repo.slug}/branches,200,no,
passed,v1,public,public,without_permission,GET,repos,/repos/%{repo.slug}/branches,200,no,
passed,v1,public,public,invalid_token,GET,repos,/repos/%{repo.slug}/branches,403,,
passed,v1,public,public,unauthenticated,GET,repos,/repos/%{repo.slug}/branches,401,,
passed,v1,public,public,with_permission,GET,repos,/repos/%{repo.id}/branches/master,200,no,
passed,v1,public,public,without_permission,GET,repos,/repos/%{repo.id}/branches/master,200,no,
passed,v1,public,public,invalid_token,GET,repos,/repos/%{repo.id}/branches/master,403,,
passed,v1,public,public,unauthenticated,GET,repos,/repos/%{repo.id}/branches/master,401,,
passed,v1,private,public,with_permission,GET,repos,/repos,200,no,
passed,v1,private,public,without_permission,GET,repos,/repos,200,yes,
passed,v1,private,public,invalid_token,GET,repos,/repos,403,,
passed,v1,private,public,unauthenticated,GET,repos,/repos,401,,
passed,v1,private,public,with_permission,GET,repos,/repos/%{user.login},200,no,
passed,v1,private,public,without_permission,GET,repos,/repos/%{user.login},200,yes,
passed,v1,private,public,invalid_token,GET,repos,/repos/%{user.login},403,,
passed,v1,private,public,unauthenticated,GET,repos,/repos/%{user.login},401,,
passed,v1,private,public,with_permission,GET,repos,/repos/%{repo.id},200,no,
passed,v1,private,public,without_permission,GET,repos,/repos/%{repo.id},404,,
passed,v1,private,public,invalid_token,GET,repos,/repos/%{repo.id},403,,
passed,v1,private,public,unauthenticated,GET,repos,/repos/%{repo.id},401,,
passed,v1,private,public,with_permission,GET,repos,/repos/%{repo.id}/settings,200,no,
passed,v1,private,public,without_permission,GET,repos,/repos/%{repo.id}/settings,404,,
passed,v1,private,public,invalid_token,GET,repos,/repos/%{repo.id}/settings,403,,
passed,v1,private,public,unauthenticated,GET,repos,/repos/%{repo.id}/settings,401,,
passed,v1,private,public,with_permission,GET,repos,/repos/%{repo.id}/key,200,no,
passed,v1,private,public,without_permission,GET,repos,/repos/%{repo.id}/key,404,,
passed,v1,private,public,invalid_token,GET,repos,/repos/%{repo.id}/key,403,,
passed,v1,private,public,unauthenticated,GET,repos,/repos/%{repo.id}/key,401,,
passed,v1,private,public,with_permission,GET,repos,/repos/%{repo.id}/branches,200,no,
passed,v1,private,public,without_permission,GET,repos,/repos/%{repo.id}/branches,200,yes,
passed,v1,private,public,invalid_token,GET,repos,/repos/%{repo.id}/branches,403,,
passed,v1,private,public,unauthenticated,GET,repos,/repos/%{repo.id}/branches,401,,
passed,v1,private,public,with_permission,GET,repos,/repos/%{repo.id}/branches/master,200,no,
passed,v1,private,public,without_permission,GET,repos,/repos/%{repo.id}/branches/master,404,,
passed,v1,private,public,invalid_token,GET,repos,/repos/%{repo.id}/branches/master,403,,
passed,v1,private,public,unauthenticated,GET,repos,/repos/%{repo.id}/branches/master,401,,
passed,v1,private,public,with_permission,GET,repos,/repos/%{repo.id}/caches,200,no,
passed,v1,private,public,without_permission,GET,repos,/repos/%{repo.id}/caches,200,yes,
passed,v1,private,public,invalid_token,GET,repos,/repos/%{repo.id}/caches,403,,
passed,v1,private,public,unauthenticated,GET,repos,/repos/%{repo.id}/caches,401,,
passed,v1,private,public,with_permission,GET,repos,/repos/%{repo.slug},200,no,
passed,v1,private,public,without_permission,GET,repos,/repos/%{repo.slug},404,,
passed,v1,private,public,invalid_token,GET,repos,/repos/%{repo.slug},403,,
passed,v1,private,public,unauthenticated,GET,repos,/repos/%{repo.slug},401,,
passed,v1,private,public,with_permission,GET,repos,/repos/%{repo.slug}/builds,200,no,
passed,v1,private,public,without_permission,GET,repos,/repos/%{repo.slug}/builds,200,yes,
passed,v1,private,public,invalid_token,GET,repos,/repos/%{repo.slug}/builds,403,,
passed,v1,private,public,unauthenticated,GET,repos,/repos/%{repo.slug}/builds,401,,
passed,v1,private,public,with_permission,GET,repos,/repos/%{repo.slug}/builds?branches=master,200,no,
passed,v1,private,public,without_permission,GET,repos,/repos/%{repo.slug}/builds?branches=master,200,yes,
passed,v1,private,public,invalid_token,GET,repos,/repos/%{repo.slug}/builds?branches=master,403,,
passed,v1,private,public,unauthenticated,GET,repos,/repos/%{repo.slug}/builds?branches=master,401,,
passed,v1,private,public,with_permission,GET,repos,/repos/%{repo.slug}/builds?branches=,200,no,
passed,v1,private,public,without_permission,GET,repos,/repos/%{repo.slug}/builds?branches=,200,yes,
passed,v1,private,public,invalid_token,GET,repos,/repos/%{repo.slug}/builds?branches=,403,,
passed,v1,private,public,unauthenticated,GET,repos,/repos/%{repo.slug}/builds?branches=,401,,
passed,v1,private,public,with_permission,GET,repos,/repos/%{repo.slug}/builds/%{build.id},200,no,
passed,v1,private,public,without_permission,GET,repos,/repos/%{repo.slug}/builds/%{build.id},404,,
passed,v1,private,public,invalid_token,GET,repos,/repos/%{repo.slug}/builds/%{build.id},403,,
passed,v1,private,public,unauthenticated,GET,repos,/repos/%{repo.slug}/builds/%{build.id},401,,
passed,v1,private,public,with_permission,GET,repos,/repos/%{repo.slug}/key,200,no,
passed,v1,private,public,without_permission,GET,repos,/repos/%{repo.slug}/key,404,,
passed,v1,private,public,invalid_token,GET,repos,/repos/%{repo.slug}/key,403,,
passed,v1,private,public,unauthenticated,GET,repos,/repos/%{repo.slug}/key,401,,
passed,v1,private,public,with_permission,GET,repos,/repos/%{repo.slug}/branches,200,no,
passed,v1,private,public,without_permission,GET,repos,/repos/%{repo.slug}/branches,200,yes,
passed,v1,private,public,invalid_token,GET,repos,/repos/%{repo.slug}/branches,403,,
passed,v1,private,public,unauthenticated,GET,repos,/repos/%{repo.slug}/branches,401,,
passed,v1,private,public,with_permission,GET,repos,/repos/%{repo.id}/branches/master,200,no,
passed,v1,private,public,without_permission,GET,repos,/repos/%{repo.id}/branches/master,404,,
passed,v1,private,public,invalid_token,GET,repos,/repos/%{repo.id}/branches/master,403,,
passed,v1,private,public,unauthenticated,GET,repos,/repos/%{repo.id}/branches/master,401,,
passed,v1,private,private,with_permission,GET,repos,/repos,200,no,
passed,v1,private,private,without_permission,GET,repos,/repos,200,yes,
passed,v1,private,private,invalid_token,GET,repos,/repos,403,,
passed,v1,private,private,unauthenticated,GET,repos,/repos,401,,
passed,v1,private,private,with_permission,GET,repos,/repos/%{user.login},200,no,
passed,v1,private,private,without_permission,GET,repos,/repos/%{user.login},200,yes,
passed,v1,private,private,invalid_token,GET,repos,/repos/%{user.login},403,,
passed,v1,private,private,unauthenticated,GET,repos,/repos/%{user.login},401,,
passed,v1,private,private,with_permission,GET,repos,/repos/%{repo.id},200,no,
passed,v1,private,private,without_permission,GET,repos,/repos/%{repo.id},404,,
passed,v1,private,private,invalid_token,GET,repos,/repos/%{repo.id},403,,
passed,v1,private,private,unauthenticated,GET,repos,/repos/%{repo.id},401,,
passed,v1,private,private,with_permission,GET,repos,/repos/%{repo.id}/settings,200,no,
passed,v1,private,private,without_permission,GET,repos,/repos/%{repo.id}/settings,404,,
passed,v1,private,private,invalid_token,GET,repos,/repos/%{repo.id}/settings,403,,
passed,v1,private,private,unauthenticated,GET,repos,/repos/%{repo.id}/settings,401,,
passed,v1,private,private,with_permission,GET,repos,/repos/%{repo.id}/key,200,no,
passed,v1,private,private,without_permission,GET,repos,/repos/%{repo.id}/key,404,,
passed,v1,private,private,invalid_token,GET,repos,/repos/%{repo.id}/key,403,,
passed,v1,private,private,unauthenticated,GET,repos,/repos/%{repo.id}/key,401,,
passed,v1,private,private,with_permission,GET,repos,/repos/%{repo.id}/branches,200,no,
passed,v1,private,private,without_permission,GET,repos,/repos/%{repo.id}/branches,200,yes,
passed,v1,private,private,invalid_token,GET,repos,/repos/%{repo.id}/branches,403,,
passed,v1,private,private,unauthenticated,GET,repos,/repos/%{repo.id}/branches,401,,
passed,v1,private,private,with_permission,GET,repos,/repos/%{repo.id}/branches/master,200,no,
passed,v1,private,private,without_permission,GET,repos,/repos/%{repo.id}/branches/master,404,,
passed,v1,private,private,invalid_token,GET,repos,/repos/%{repo.id}/branches/master,403,,
passed,v1,private,private,unauthenticated,GET,repos,/repos/%{repo.id}/branches/master,401,,
passed,v1,private,private,with_permission,GET,repos,/repos/%{repo.id}/caches,200,no,
passed,v1,private,private,without_permission,GET,repos,/repos/%{repo.id}/caches,200,yes,
passed,v1,private,private,invalid_token,GET,repos,/repos/%{repo.id}/caches,403,,
passed,v1,private,private,unauthenticated,GET,repos,/repos/%{repo.id}/caches,401,,
passed,v1,private,private,with_permission,GET,repos,/repos/%{repo.slug},200,no,
passed,v1,private,private,without_permission,GET,repos,/repos/%{repo.slug},404,,
passed,v1,private,private,invalid_token,GET,repos,/repos/%{repo.slug},403,,
passed,v1,private,private,unauthenticated,GET,repos,/repos/%{repo.slug},401,,
passed,v1,private,private,with_permission,GET,repos,/repos/%{repo.slug}/builds,200,no,
passed,v1,private,private,without_permission,GET,repos,/repos/%{repo.slug}/builds,200,yes,
passed,v1,private,private,invalid_token,GET,repos,/repos/%{repo.slug}/builds,403,,
passed,v1,private,private,unauthenticated,GET,repos,/repos/%{repo.slug}/builds,401,,
passed,v1,private,private,with_permission,GET,repos,/repos/%{repo.slug}/builds?branches=master,200,no,
passed,v1,private,private,without_permission,GET,repos,/repos/%{repo.slug}/builds?branches=master,200,yes,
passed,v1,private,private,invalid_token,GET,repos,/repos/%{repo.slug}/builds?branches=master,403,,
passed,v1,private,private,unauthenticated,GET,repos,/repos/%{repo.slug}/builds?branches=master,401,,
passed,v1,private,private,with_permission,GET,repos,/repos/%{repo.slug}/builds?branches=,200,no,
passed,v1,private,private,without_permission,GET,repos,/repos/%{repo.slug}/builds?branches=,200,yes,
passed,v1,private,private,invalid_token,GET,repos,/repos/%{repo.slug}/builds?branches=,403,,
passed,v1,private,private,unauthenticated,GET,repos,/repos/%{repo.slug}/builds?branches=,401,,
passed,v1,private,private,with_permission,GET,repos,/repos/%{repo.slug}/builds/%{build.id},200,no,
passed,v1,private,private,without_permission,GET,repos,/repos/%{repo.slug}/builds/%{build.id},404,,
passed,v1,private,private,invalid_token,GET,repos,/repos/%{repo.slug}/builds/%{build.id},403,,
passed,v1,private,private,unauthenticated,GET,repos,/repos/%{repo.slug}/builds/%{build.id},401,,
passed,v1,private,private,with_permission,GET,repos,/repos/%{repo.slug}/key,200,no,
passed,v1,private,private,without_permission,GET,repos,/repos/%{repo.slug}/key,404,,
passed,v1,private,private,invalid_token,GET,repos,/repos/%{repo.slug}/key,403,,
passed,v1,private,private,unauthenticated,GET,repos,/repos/%{repo.slug}/key,401,,
passed,v1,private,private,with_permission,GET,repos,/repos/%{repo.slug}/branches,200,no,
passed,v1,private,private,without_permission,GET,repos,/repos/%{repo.slug}/branches,200,yes,
passed,v1,private,private,invalid_token,GET,repos,/repos/%{repo.slug}/branches,403,,
passed,v1,private,private,unauthenticated,GET,repos,/repos/%{repo.slug}/branches,401,,
passed,v1,private,private,with_permission,GET,repos,/repos/%{repo.id}/branches/master,200,no,
passed,v1,private,private,without_permission,GET,repos,/repos/%{repo.id}/branches/master,404,,
passed,v1,private,private,invalid_token,GET,repos,/repos/%{repo.id}/branches/master,403,,
passed,v1,private,private,unauthenticated,GET,repos,/repos/%{repo.id}/branches/master,401,,
passed,v1,org,public,with_permission,GET,repos,/repos,200,no,
passed,v1,org,public,without_permission,GET,repos,/repos,200,no,
passed,v1,org,public,invalid_token,GET,repos,/repos,403,,
passed,v1,org,public,unauthenticated,GET,repos,/repos,403,,
passed,v1,org,public,with_permission,GET,repos,/repos/%{user.login},200,no,
passed,v1,org,public,without_permission,GET,repos,/repos/%{user.login},200,no,
passed,v1,org,public,invalid_token,GET,repos,/repos/%{user.login},403,,
passed,v1,org,public,unauthenticated,GET,repos,/repos/%{user.login},200,no,
passed,v1,org,public,with_permission,GET,repos,/repos/%{repo.id},200,no,
passed,v1,org,public,without_permission,GET,repos,/repos/%{repo.id},200,no,
passed,v1,org,public,invalid_token,GET,repos,/repos/%{repo.id},403,,
passed,v1,org,public,unauthenticated,GET,repos,/repos/%{repo.id},200,no,
passed,v1,org,public,with_permission,GET,repos,/repos/%{repo.id}/settings,200,no,
passed,v1,org,public,without_permission,GET,repos,/repos/%{repo.id}/settings,404,,
passed,v1,org,public,invalid_token,GET,repos,/repos/%{repo.id}/settings,403,,
passed,v1,org,public,unauthenticated,GET,repos,/repos/%{repo.id}/settings,404,,
passed,v1,org,public,with_permission,GET,repos,/repos/%{repo.id}/key,200,no,
passed,v1,org,public,without_permission,GET,repos,/repos/%{repo.id}/key,200,no,
passed,v1,org,public,invalid_token,GET,repos,/repos/%{repo.id}/key,403,,
passed,v1,org,public,unauthenticated,GET,repos,/repos/%{repo.id}/key,200,no,
passed,v1,org,public,with_permission,GET,repos,/repos/%{repo.id}/branches,200,no,
passed,v1,org,public,without_permission,GET,repos,/repos/%{repo.id}/branches,200,no,
passed,v1,org,public,invalid_token,GET,repos,/repos/%{repo.id}/branches,403,,
passed,v1,org,public,unauthenticated,GET,repos,/repos/%{repo.id}/branches,200,no,
passed,v1,org,public,with_permission,GET,repos,/repos/%{repo.id}/branches/master,200,no,
passed,v1,org,public,without_permission,GET,repos,/repos/%{repo.id}/branches/master,200,no,
passed,v1,org,public,invalid_token,GET,repos,/repos/%{repo.id}/branches/master,403,,
passed,v1,org,public,unauthenticated,GET,repos,/repos/%{repo.id}/branches/master,200,no,
passed,v1,org,public,with_permission,GET,repos,/repos/%{repo.id}/caches,200,no,
passed,v1,org,public,without_permission,GET,repos,/repos/%{repo.id}/caches,200,yes,
passed,v1,org,public,invalid_token,GET,repos,/repos/%{repo.id}/caches,403,,
passed,v1,org,public,unauthenticated,GET,repos,/repos/%{repo.id}/caches,404,,
passed,v1,org,public,with_permission,GET,repos,/repos/%{repo.slug},200,no,
passed,v1,org,public,without_permission,GET,repos,/repos/%{repo.slug},200,no,
passed,v1,org,public,invalid_token,GET,repos,/repos/%{repo.slug},403,,
passed,v1,org,public,unauthenticated,GET,repos,/repos/%{repo.slug},200,no,
passed,v1,org,public,with_permission,GET,repos,/repos/%{repo.slug}/builds,200,no,
passed,v1,org,public,without_permission,GET,repos,/repos/%{repo.slug}/builds,200,no,
passed,v1,org,public,invalid_token,GET,repos,/repos/%{repo.slug}/builds,403,,
passed,v1,org,public,unauthenticated,GET,repos,/repos/%{repo.slug}/builds,200,no,
passed,v1,org,public,with_permission,GET,repos,/repos/%{repo.slug}/builds?branches=master,200,no,
passed,v1,org,public,without_permission,GET,repos,/repos/%{repo.slug}/builds?branches=master,200,no,
passed,v1,org,public,invalid_token,GET,repos,/repos/%{repo.slug}/builds?branches=master,403,,
passed,v1,org,public,unauthenticated,GET,repos,/repos/%{repo.slug}/builds?branches=master,200,no,
passed,v1,org,public,with_permission,GET,repos,/repos/%{repo.slug}/builds?branches=,200,no,
passed,v1,org,public,without_permission,GET,repos,/repos/%{repo.slug}/builds?branches=,200,no,
passed,v1,org,public,invalid_token,GET,repos,/repos/%{repo.slug}/builds?branches=,403,,
passed,v1,org,public,unauthenticated,GET,repos,/repos/%{repo.slug}/builds?branches=,200,no,
passed,v1,org,public,with_permission,GET,repos,/repos/%{repo.slug}/builds/%{build.id},200,no,
passed,v1,org,public,without_permission,GET,repos,/repos/%{repo.slug}/builds/%{build.id},200,no,
passed,v1,org,public,invalid_token,GET,repos,/repos/%{repo.slug}/builds/%{build.id},403,,
passed,v1,org,public,unauthenticated,GET,repos,/repos/%{repo.slug}/builds/%{build.id},200,no,
passed,v1,org,public,with_permission,GET,repos,/repos/%{repo.slug}/key,200,no,
passed,v1,org,public,without_permission,GET,repos,/repos/%{repo.slug}/key,200,no,
passed,v1,org,public,invalid_token,GET,repos,/repos/%{repo.slug}/key,403,,
passed,v1,org,public,unauthenticated,GET,repos,/repos/%{repo.slug}/key,200,no,
passed,v1,org,public,with_permission,GET,repos,/repos/%{repo.slug}/branches,200,no,
passed,v1,org,public,without_permission,GET,repos,/repos/%{repo.slug}/branches,200,no,
passed,v1,org,public,invalid_token,GET,repos,/repos/%{repo.slug}/branches,403,,
passed,v1,org,public,unauthenticated,GET,repos,/repos/%{repo.slug}/branches,200,no,
passed,v1,org,public,with_permission,GET,repos,/repos/%{repo.id}/branches/master,200,no,
passed,v1,org,public,without_permission,GET,repos,/repos/%{repo.id}/branches/master,200,no,
passed,v1,org,public,invalid_token,GET,repos,/repos/%{repo.id}/branches/master,403,,
passed,v1,org,public,unauthenticated,GET,repos,/repos/%{repo.id}/branches/master,200,no,
passed,v1,public,private,with_permission,GET,requests,/requests?repository_id=%{repo.id},406,,no v1 serializer for requests
passed,v1,public,private,without_permission,GET,requests,/requests?repository_id=%{repo.id},404,,
passed,v1,public,private,invalid_token,GET,requests,/requests?repository_id=%{repo.id},403,,
passed,v1,public,private,unauthenticated,GET,requests,/requests?repository_id=%{repo.id},401,,
passed,v1,public,private,with_permission,GET,requests,/requests/%{request.id},406,,no v1 serializer for requests
passed,v1,public,private,without_permission,GET,requests,/requests/%{request.id},404,,
passed,v1,public,private,invalid_token,GET,requests,/requests/%{request.id},403,,
passed,v1,public,private,unauthenticated,GET,requests,/requests/%{request.id},401,,
passed,v1,public,public,with_permission,GET,requests,/requests?repository_id=%{repo.id},406,,no v1 serializer for requests
passed,v1,public,public,without_permission,GET,requests,/requests?repository_id=%{repo.id},406,,
passed,v1,public,public,invalid_token,GET,requests,/requests?repository_id=%{repo.id},403,,
passed,v1,public,public,unauthenticated,GET,requests,/requests?repository_id=%{repo.id},401,,
passed,v1,public,public,with_permission,GET,requests,/requests/%{request.id},406,,no v1 serializer for requests
passed,v1,public,public,without_permission,GET,requests,/requests/%{request.id},406,,
passed,v1,public,public,invalid_token,GET,requests,/requests/%{request.id},403,,
passed,v1,public,public,unauthenticated,GET,requests,/requests/%{request.id},401,,
passed,v1,private,public,with_permission,GET,requests,/requests?repository_id=%{repo.id},406,,no v1 serializer for requests
passed,v1,private,public,without_permission,GET,requests,/requests?repository_id=%{repo.id},404,,
passed,v1,private,public,invalid_token,GET,requests,/requests?repository_id=%{repo.id},403,,
passed,v1,private,public,unauthenticated,GET,requests,/requests?repository_id=%{repo.id},401,,
passed,v1,private,public,with_permission,GET,requests,/requests/%{request.id},406,,no v1 serializer for requests
passed,v1,private,public,without_permission,GET,requests,/requests/%{request.id},404,,
passed,v1,private,public,invalid_token,GET,requests,/requests/%{request.id},403,,
passed,v1,private,public,unauthenticated,GET,requests,/requests/%{request.id},401,,
passed,v1,private,private,with_permission,GET,requests,/requests?repository_id=%{repo.id},406,,no v1 serializer for requests
passed,v1,private,private,without_permission,GET,requests,/requests?repository_id=%{repo.id},404,,
passed,v1,private,private,invalid_token,GET,requests,/requests?repository_id=%{repo.id},403,,
passed,v1,private,private,unauthenticated,GET,requests,/requests?repository_id=%{repo.id},401,,
passed,v1,private,private,with_permission,GET,requests,/requests/%{request.id},406,,no v1 serializer for requests
passed,v1,private,private,without_permission,GET,requests,/requests/%{request.id},404,,
passed,v1,private,private,invalid_token,GET,requests,/requests/%{request.id},403,,
passed,v1,private,private,unauthenticated,GET,requests,/requests/%{request.id},401,,
passed,v1,org,public,with_permission,GET,requests,/requests?repository_id=%{repo.id},406,,no v1 serializer for requests
passed,v1,org,public,without_permission,GET,requests,/requests?repository_id=%{repo.id},406,,
passed,v1,org,public,invalid_token,GET,requests,/requests?repository_id=%{repo.id},403,,
passed,v1,org,public,unauthenticated,GET,requests,/requests?repository_id=%{repo.id},406,,
passed,v1,org,public,with_permission,GET,requests,/requests/%{request.id},406,,no v1 serializer for requests
passed,v1,org,public,without_permission,GET,requests,/requests/%{request.id},406,,
passed,v1,org,public,invalid_token,GET,requests,/requests/%{request.id},403,,
passed,v1,org,public,unauthenticated,GET,requests,/requests/%{request.id},406,,
passed,v1,public,private,with_permission,GET,settings,/settings/ssh_key/%{repo.id},200,no,
passed,v1,public,private,without_permission,GET,settings,/settings/ssh_key/%{repo.id},404,,
passed,v1,public,private,invalid_token,GET,settings,/settings/ssh_key/%{repo.id},403,,
passed,v1,public,private,unauthenticated,GET,settings,/settings/ssh_key/%{repo.id},401,,
passed,v1,public,public,with_permission,GET,settings,/settings/ssh_key/%{repo.id},200,no,
passed,v1,public,public,without_permission,GET,settings,/settings/ssh_key/%{repo.id},404,,
passed,v1,public,public,invalid_token,GET,settings,/settings/ssh_key/%{repo.id},403,,
passed,v1,public,public,unauthenticated,GET,settings,/settings/ssh_key/%{repo.id},401,,
passed,v1,private,public,with_permission,GET,settings,/settings/ssh_key/%{repo.id},200,no,
passed,v1,private,public,without_permission,GET,settings,/settings/ssh_key/%{repo.id},404,,
passed,v1,private,public,invalid_token,GET,settings,/settings/ssh_key/%{repo.id},403,,
passed,v1,private,public,unauthenticated,GET,settings,/settings/ssh_key/%{repo.id},401,,
passed,v1,private,private,with_permission,GET,settings,/settings/ssh_key/%{repo.id},200,no,"was 404, but pro-api specs are weird here, and shouldn't be a 404"
passed,v1,private,private,without_permission,GET,settings,/settings/ssh_key/%{repo.id},404,,
passed,v1,private,private,invalid_token,GET,settings,/settings/ssh_key/%{repo.id},403,,
passed,v1,private,private,unauthenticated,GET,settings,/settings/ssh_key/%{repo.id},401,,"was 404, acceptable? also why's the difference?"
passed,v1,org,public,with_permission,GET,settings,/settings/ssh_key/%{repo.id},200,no,
passed,v1,org,public,without_permission,GET,settings,/settings/ssh_key/%{repo.id},404,,
passed,v1,org,public,invalid_token,GET,settings,/settings/ssh_key/%{repo.id},403,,
passed,v1,org,public,unauthenticated,GET,settings,/settings/ssh_key/%{repo.id},401,,
passed,v1,public,public,authenticated,GET,users,/users,200,no,
passed,v1,public,public,invalid_token,GET,users,/users,403,,
passed,v1,public,public,unauthenticated,GET,users,/users,401,,
passed,v1,public,public,with_permission,GET,users,/users/permissions,406,,no v1 serializer for permissions
passed,v1,public,public,without_permission,GET,users,/users/permissions,406,,
passed,v1,public,public,invalid_token,GET,users,/users/permissions,403,,
passed,v1,public,public,unauthenticated,GET,users,/users/permissions,401,,
passed,v1,public,public,authenticated,GET,users,/users/%{user.id},200,no,
passed,v1,public,public,invalid_token,GET,users,/users/%{user.id},403,,
passed,v1,public,public,unauthenticated,GET,users,/users/%{user.id},401,,
passed,v1,public,public,authenticated,GET,users,/users/0,404,,
passed,v1,public,public,invalid_token,GET,users,/users/0,403,,
passed,v1,public,public,unauthenticated,GET,users,/users/0,401,,
passed,v1,private,public,authenticated,GET,users,/users,200,no,
passed,v1,private,public,invalid_token,GET,users,/users,403,,
passed,v1,private,public,unauthenticated,GET,users,/users,401,,
passed,v1,private,public,with_permission,GET,users,/users/permissions,406,,no v1 serializer for permissions
passed,v1,private,public,without_permission,GET,users,/users/permissions,406,,
passed,v1,private,public,invalid_token,GET,users,/users/permissions,403,,
passed,v1,private,public,unauthenticated,GET,users,/users/permissions,401,,
passed,v1,private,public,authenticated,GET,users,/users/%{user.id},200,no,
passed,v1,private,public,invalid_token,GET,users,/users/%{user.id},403,,
passed,v1,private,public,unauthenticated,GET,users,/users/%{user.id},401,,
passed,v1,private,public,authenticated,GET,users,/users/0,404,,
passed,v1,private,public,invalid_token,GET,users,/users/0,403,,
passed,v1,private,public,unauthenticated,GET,users,/users/0,401,,
passed,v1,private,private,authenticated,GET,users,/users,200,no,
passed,v1,private,private,invalid_token,GET,users,/users,403,,
passed,v1,private,private,unauthenticated,GET,users,/users,401,,
passed,v1,private,private,with_permission,GET,users,/users/permissions,406,,no v1 serializer for permissions
passed,v1,private,private,without_permission,GET,users,/users/permissions,406,,
passed,v1,private,private,invalid_token,GET,users,/users/permissions,403,,
passed,v1,private,private,unauthenticated,GET,users,/users/permissions,401,,
passed,v1,private,private,authenticated,GET,users,/users/%{user.id},200,no,
passed,v1,private,private,invalid_token,GET,users,/users/%{user.id},403,,
passed,v1,private,private,unauthenticated,GET,users,/users/%{user.id},401,,
passed,v1,private,private,authenticated,GET,users,/users/0,404,,
passed,v1,private,private,invalid_token,GET,users,/users/0,403,,
passed,v1,private,private,unauthenticated,GET,users,/users/0,401,,
passed,v1,org,public,authenticated,GET,users,/users,200,no,
passed,v1,org,public,invalid_token,GET,users,/users,403,,
passed,v1,org,public,unauthenticated,GET,users,/users,401,,
passed,v1,org,public,with_permission,GET,users,/users/permissions,406,,no v1 serializer for permissions
passed,v1,org,public,without_permission,GET,users,/users/permissions,406,,
passed,v1,org,public,invalid_token,GET,users,/users/permissions,403,,
passed,v1,org,public,unauthenticated,GET,users,/users/permissions,401,,
passed,v1,org,public,authenticated,GET,users,/users/%{user.id},200,no,
passed,v1,org,public,invalid_token,GET,users,/users/%{user.id},403,,
passed,v1,org,public,unauthenticated,GET,users,/users/%{user.id},401,,
passed,v1,org,public,authenticated,GET,users,/users/0,404,,
passed,v1,org,public,invalid_token,GET,users,/users/0,403,,
passed,v1,org,public,unauthenticated,GET,users,/users/0,401,,
